Epoch, Val_fscore, Val_acc, Train_loss, Val_loss
0, 0.24946088043540013, 0.44336, 1.4020326137542725, 1.2032309770584106
1, 0.33302275399812387, 0.51824, 1.18683922290802, 1.1343599557876587
2, 0.39648746389003725, 0.59136, 1.1115139722824097, 1.03385591506958
3, 0.5030820053839661, 0.63648, 1.0255928039550781, 0.9605280756950378
4, 0.4258691408992483, 0.6464, 0.9753822684288025, 0.9148468971252441
5, 0.47796465686155903, 0.66224, 0.9254463315010071, 0.8956323266029358
6, 0.4809627906898373, 0.6768, 0.8811404705047607, 0.8617454767227173
7, 0.45142724259602773, 0.65856, 0.867177426815033, 0.8889997601509094
8, 0.4660487511511211, 0.68208, 0.830713152885437, 0.8356802463531494
9, 0.5376853085755234, 0.67328, 0.8174803256988525, 0.8560352921485901
10, 0.5092058169764723, 0.6984, 0.7991321086883545, 0.8094559907913208
11, 0.5138210332123534, 0.6616, 0.7893432974815369, 0.8862184286117554
12, 0.48870082421084327, 0.69056, 0.7803189754486084, 0.8226267099380493
13, 0.5160342816423316, 0.69664, 0.7559773921966553, 0.810326337814331
14, 0.5214121421997712, 0.69968, 0.747028112411499, 0.7920836210250854
15, 0.47131074567465103, 0.69408, 0.7455258369445801, 0.7978488206863403
16, 0.560453328325992, 0.70192, 0.7226106524467468, 0.7973975539207458
17, 0.5505943225680495, 0.70864, 0.718558132648468, 0.7767294645309448
18, 0.5461139150296568, 0.71344, 0.7037395238876343, 0.7759332060813904
19, 0.5447208040369865, 0.70912, 0.690252423286438, 0.791052520275116
20, 0.49117343122572166, 0.69312, 0.6987040638923645, 0.8394070267677307
21, 0.5298827681163041, 0.69696, 0.6781047582626343, 0.8033468723297119
22, 0.5477065122727262, 0.6856, 0.674295961856842, 0.8175813555717468
23, 0.5452828114388667, 0.69648, 0.6644445061683655, 0.8105988502502441
24, 0.5496225039040525, 0.71008, 0.6382724046707153, 0.779094934463501
25, 0.5500784749573485, 0.7056, 0.6339749693870544, 0.8050214052200317
26, 0.5188021206635248, 0.7072, 0.6289423704147339, 0.8395460844039917
27, 0.5434836800686317, 0.71248, 0.6147714257240295, 0.7845470905303955
28, 0.532327419153856, 0.70144, 0.6177150011062622, 0.8132588267326355
29, 0.5735530030706997, 0.7128, 0.6131770014762878, 0.8072803616523743
30, 0.531852232460542, 0.70992, 0.6091042757034302, 0.7890826463699341
31, 0.5431665129564042, 0.70992, 0.6005589962005615, 0.80162513256073
32, 0.5455061166297693, 0.70736, 0.5905225276947021, 0.7925609350204468
33, 0.5360592220400321, 0.71232, 0.5868598818778992, 0.8155945539474487
34, 0.5704553819170082, 0.716, 0.5702440738677979, 0.8156736493110657
35, 0.5686758528310638, 0.712, 0.5691859126091003, 0.8159580230712891
36, 0.570801492398678, 0.70944, 0.563685417175293, 0.8141177892684937
37, 0.5448911138364665, 0.7112, 0.5713654160499573, 0.8042159080505371
38, 0.5766154703716299, 0.71312, 0.5599484443664551, 0.8049821853637695
39, 0.5353646373079014, 0.70512, 0.5404347777366638, 0.816752016544342
40, 0.543942584649275, 0.71328, 0.5421967506408691, 0.8519622683525085
41, 0.5403114824761547, 0.70656, 0.5291692614555359, 0.8278353810310364
42, 0.5654733865741702, 0.70976, 0.5277267098426819, 0.8353074193000793
