Epoch, Val_fscore, Val_acc, Train_loss, Val_loss
0, 0.24858527100449393, 0.46144, 1.858520269393921, 1.300640344619751
1, 0.30356550886017897, 0.54496, 1.453366994857788, 1.098324179649353
2, 0.32223960328823514, 0.58416, 1.2951909303665161, 1.1561384201049805
3, 0.39050503449549884, 0.62992, 1.2047395706176758, 0.9401975274085999
4, 0.45095087121231286, 0.6696, 1.121801733970642, 0.8827491402626038
5, 0.41812317120430853, 0.6456, 1.0875394344329834, 0.9095820188522339
6, 0.41927234597490237, 0.66096, 1.0260450839996338, 0.8839432001113892
7, 0.4462199163775842, 0.6656, 1.0424790382385254, 0.8747168183326721
8, 0.45727190918883703, 0.68064, 0.9890033602714539, 0.8542351722717285
9, 0.47070648711522606, 0.70224, 0.9361879825592041, 0.8013945817947388
10, 0.4727732036830601, 0.70784, 0.8991623520851135, 0.7944285869598389
11, 0.4649740243245917, 0.69392, 0.8783583641052246, 0.8287919759750366
12, 0.4469701388155269, 0.67568, 0.8600867986679077, 0.8438985347747803
13, 0.47696015612543796, 0.70704, 0.7906959652900696, 0.7945459485054016
14, 0.4817072274145569, 0.70752, 0.7824334502220154, 0.7901099324226379
15, 0.4938624621911263, 0.70912, 0.7679992914199829, 0.8035850524902344
16, 0.47696236379181745, 0.6792, 0.7189309597015381, 0.8957936763763428
17, 0.4264690779089686, 0.668, 0.7536530494689941, 0.9843888878822327
18, 0.47133621715876717, 0.69952, 0.714195966720581, 0.8486106991767883
19, 0.5149403126617198, 0.70368, 0.6930192708969116, 0.8453923463821411
20, 0.5017450264276583, 0.68944, 0.6816285252571106, 0.8789902329444885
21, 0.5539159461868725, 0.71184, 0.6484382748603821, 0.8567892909049988
22, 0.4977746468662921, 0.69952, 0.6194854974746704, 0.8714943528175354
23, 0.45035575918697907, 0.66016, 0.6381663084030151, 1.0153008699417114
24, 0.4959067131561112, 0.7056, 0.6230714917182922, 0.902201235294342
25, 0.5276270948367904, 0.71824, 0.5824068188667297, 0.8779347538948059
26, 0.5456474320784883, 0.69216, 0.5661340355873108, 1.0417022705078125
27, 0.5465374957355598, 0.7192, 0.5533830523490906, 0.923115074634552
28, 0.5335101953317376, 0.7136, 0.53156977891922, 0.9649986028671265
29, 0.5458397968459275, 0.69376, 0.553093671798706, 1.0340008735656738
30, 0.5692929662952381, 0.7088, 0.5071666240692139, 0.9976918697357178
31, 0.5820862473326975, 0.70784, 0.49975496530532837, 0.96640944480896
32, 0.4918451976864824, 0.69808, 0.4971317946910858, 1.0552271604537964
33, 0.5213800349230374, 0.70496, 0.5097551345825195, 1.0146675109863281
34, 0.5712046921915485, 0.71184, 0.47336557507514954, 1.0409317016601562
35, 0.5286519965469585, 0.69744, 0.4406907558441162, 1.1125296354293823
36, 0.5664606757880539, 0.70544, 0.43672412633895874, 1.1225775480270386
37, 0.5808622792336807, 0.7056, 0.45803651213645935, 1.1584845781326294
38, 0.5608832042195017, 0.7024, 0.41569289565086365, 1.2389527559280396
39, 0.5621010386570636, 0.70224, 0.4054858088493347, 1.1865302324295044
40, 0.5810494652938419, 0.68784, 0.41479331254959106, 1.1827752590179443
41, 0.5276819659465085, 0.69904, 0.43636026978492737, 1.1805195808410645
42, 0.5595767836359666, 0.69072, 0.3756733536720276, 1.2607260942459106
43, 0.5922187098494088, 0.69936, 0.38605883717536926, 1.1942938566207886
44, 0.5779010630728253, 0.69056, 0.37625613808631897, 1.345994472503662
45, 0.5798300935286301, 0.70336, 0.3405182957649231, 1.3509479761123657
46, 0.579501554815046, 0.69616, 0.33656322956085205, 1.3397647142410278
47, 0.5673189105284094, 0.69296, 0.3599015772342682, 1.3268883228302002
48, 0.5929369266793965, 0.704, 0.3207360804080963, 1.355478286743164
49, 0.5417086724571919, 0.70128, 0.29490530490875244, 1.4698964357376099
50, 0.5177326424185265, 0.69504, 0.39728230237960815, 1.3850326538085938
51, 0.5595398455804557, 0.70064, 0.3169155716896057, 1.385565161705017
52, 0.547726676215924, 0.6888, 0.3027869462966919, 1.5308959484100342
53, 0.5615351681625634, 0.68736, 0.2867210805416107, 1.6554644107818604
54, 0.5675652750896559, 0.68384, 0.2836577892303467, 1.7366646528244019
55, 0.5644906035896333, 0.69168, 0.3008381128311157, 1.5720787048339844
56, 0.5847207761020704, 0.69776, 0.2835119068622589, 1.5769392251968384
57, 0.5673605913399458, 0.69632, 0.27445337176322937, 1.6462584733963013
58, 0.5375495403584504, 0.67648, 0.2802385985851288, 1.6802315711975098
59, 0.543239022570093, 0.68944, 0.33221638202667236, 1.6558481454849243
60, 0.569822020123791, 0.6896, 0.2379046231508255, 1.7404470443725586
61, 0.5566422834050332, 0.67536, 0.22005365788936615, 1.9410161972045898
62, 0.5550671313956203, 0.67744, 0.22157593071460724, 1.9552773237228394
63, 0.5797074595686826, 0.6928, 0.20192106068134308, 2.022839307785034
64, 0.5688161137112423, 0.6704, 0.27188295125961304, 1.8574579954147339
65, 0.5708902105168365, 0.68016, 0.24424077570438385, 1.7429699897766113
66, 0.5594386471712384, 0.688, 0.21463963389396667, 1.9376434087753296
67, 0.5552915764422747, 0.68208, 0.20309904217720032, 1.9836056232452393
68, 0.5763697231858599, 0.67712, 0.2253664880990982, 1.9241887331008911
69, 0.5738323691289678, 0.68688, 0.20249482989311218, 2.090841293334961
70, 0.5669099004049228, 0.67152, 0.18613950908184052, 2.0826122760772705
71, 0.5710452507378402, 0.67584, 0.18584559857845306, 2.0612356662750244
72, 0.4878510202878709, 0.67392, 0.2371879667043686, 2.2495341300964355
73, 0.5452259768139937, 0.67536, 0.22169376909732819, 2.037896156311035
74, 0.5631190578740831, 0.67264, 0.18519726395606995, 2.136209726333618
75, 0.5605373575303152, 0.6696, 0.2087721824645996, 2.1782493591308594
76, 0.5498708845582846, 0.6744, 0.183265820145607, 2.139659881591797
77, 0.5345319733735925, 0.6496, 0.17285647988319397, 2.5264041423797607
78, 0.5631638792075583, 0.67488, 0.19820868968963623, 2.34873628616333
79, 0.5464869686628223, 0.67376, 0.18414883315563202, 2.337111473083496
80, 0.5407964430484178, 0.65824, 0.1713476926088333, 2.3664767742156982
81, 0.560471733800974, 0.67056, 0.1537126898765564, 2.4473564624786377
82, 0.551911880083605, 0.67088, 0.13873958587646484, 2.4879791736602783
83, 0.5588169730694456, 0.67168, 0.16617929935455322, 2.441009283065796
84, 0.5577778253096413, 0.67728, 0.16241110861301422, 2.4374287128448486
85, 0.571307738097335, 0.66592, 0.1417219191789627, 2.473926544189453
86, 0.5584474226022578, 0.66432, 0.1634291410446167, 2.4952099323272705
87, 0.5470906646613499, 0.6568, 0.17424757778644562, 2.650848388671875
88, 0.5332059290968297, 0.66992, 0.1619768589735031, 2.3670125007629395
89, 0.5556765123356182, 0.67248, 0.11081624776124954, 2.5715487003326416
90, 0.5551108244151829, 0.67168, 0.11368277668952942, 2.667766809463501
91, 0.559789049452838, 0.66368, 0.11716238409280777, 2.8045194149017334
92, 0.5618723545918124, 0.66688, 0.14573761820793152, 2.681321859359741
93, 0.5367590700821184, 0.66864, 0.1493586301803589, 2.6781609058380127
94, 0.5630301104037535, 0.66912, 0.11514309793710709, 2.6600093841552734
95, 0.5484780158361582, 0.66416, 0.0892701968550682, 2.8850655555725098
96, 0.5377787819615023, 0.67024, 0.10212039947509766, 3.0513763427734375
97, 0.5299139747997846, 0.64896, 0.1431545466184616, 2.8900578022003174
