Epoch, Val_fscore, Val_acc, Train_loss, Val_loss
0, 0.2590594337856563, 0.50864, 1.722978949546814, 1.1844571828842163
1, 0.39114868057876206, 0.6192, 1.33527672290802, 0.9810667037963867
2, 0.33892679280455934, 0.60576, 1.1867883205413818, 1.031174659729004
3, 0.3985123603606586, 0.60912, 1.1077266931533813, 0.9660471677780151
4, 0.4449794533583205, 0.67568, 1.0551955699920654, 0.861691951751709
5, 0.44981632116412246, 0.67936, 1.0026967525482178, 0.8486934304237366
6, 0.4479057630808492, 0.67008, 0.9380956888198853, 0.8610336780548096
7, 0.4819580895951887, 0.71072, 0.9046617746353149, 0.7818878889083862
8, 0.4805148538788215, 0.69392, 0.8655027151107788, 0.8305804133415222
9, 0.4758201039097889, 0.70448, 0.8202654123306274, 0.7966257929801941
10, 0.4359388297472228, 0.6752, 0.8129717111587524, 0.9028086066246033
11, 0.4643822662610149, 0.70224, 0.7588778138160706, 0.8660032153129578
12, 0.47906711930628004, 0.70784, 0.7170757055282593, 0.8206703662872314
13, 0.5412068533997643, 0.68912, 0.7364060878753662, 0.851604700088501
14, 0.5542347205283863, 0.7032, 0.6931257247924805, 0.8371691703796387
15, 0.5471648628443707, 0.70928, 0.6697788238525391, 0.8792656064033508
16, 0.47141128241685376, 0.696, 0.6436190009117126, 0.9584892392158508
17, 0.5292733178183858, 0.68848, 0.6505411863327026, 0.9512919783592224
18, 0.46397716317086174, 0.68912, 0.6374512910842896, 0.991685152053833
19, 0.5752890004190384, 0.7248, 0.6058965921401978, 0.9091761708259583
20, 0.5656740671035726, 0.70768, 0.55267733335495, 0.9285289645195007
21, 0.5082180563284207, 0.71056, 0.5510708093643188, 0.9804766178131104
22, 0.5354875159488802, 0.68288, 0.5173842310905457, 1.1211119890213013
23, 0.5214372052459689, 0.70128, 0.5378467440605164, 0.9569061994552612
24, 0.4696735699520842, 0.66672, 0.5249152183532715, 1.2027575969696045
25, 0.570228735671074, 0.7032, 0.49470576643943787, 1.0048834085464478
26, 0.5478397060240079, 0.6864, 0.46334123611450195, 1.1085971593856812
27, 0.4957582777778357, 0.70272, 0.4914904236793518, 1.0761748552322388
28, 0.4849156465779767, 0.69552, 0.4582311809062958, 1.2260782718658447
29, 0.5399338821175115, 0.69456, 0.42571020126342773, 1.183726191520691
30, 0.5153043994843814, 0.68272, 0.4283433258533478, 1.268259048461914
31, 0.5223874311469793, 0.68624, 0.40772825479507446, 1.3843021392822266
32, 0.5583862684619502, 0.68464, 0.385678231716156, 1.3222285509109497
33, 0.5538741687647369, 0.6928, 0.3864912986755371, 1.340738296508789
34, 0.5521838667454207, 0.69104, 0.35717010498046875, 1.4252598285675049
35, 0.5482357989093073, 0.68544, 0.36623096466064453, 1.4870256185531616
36, 0.5337695853335488, 0.69232, 0.3736100494861603, 1.3514066934585571
37, 0.495847403387163, 0.66608, 0.34838438034057617, 1.4351394176483154
38, 0.5668043747486723, 0.67648, 0.3395489752292633, 1.3864498138427734
39, 0.5558552908117422, 0.68464, 0.33698105812072754, 1.5190421342849731
40, 0.5596983880624468, 0.69328, 0.3331555128097534, 1.4922726154327393
41, 0.5493885154239416, 0.68096, 0.2830148935317993, 1.5947273969650269
42, 0.5519491918423389, 0.68272, 0.318684458732605, 1.5393083095550537
43, 0.5411969496252546, 0.69552, 0.28964680433273315, 1.6647276878356934
44, 0.5854217699556183, 0.69808, 0.2663135230541229, 1.633070468902588
45, 0.5627619606065034, 0.68352, 0.27898865938186646, 1.6484959125518799
46, 0.5456669989233761, 0.68592, 0.27103880047798157, 1.7271150350570679
