0, 0.24858527100449393, 0.46144, 1.858520269393921, 1.300640344619751
1, 0.30356550886017897, 0.54496, 1.453366994857788, 1.098324179649353
2, 0.32223960328823514, 0.58416, 1.2951909303665161, 1.1561384201049805
3, 0.39050503449549884, 0.62992, 1.2047395706176758, 0.9401975274085999
4, 0.45095087121231286, 0.6696, 1.121801733970642, 0.8827491402626038
8, 0.45727190918883703, 0.68064, 0.9890033602714539, 0.8542351722717285
9, 0.47070648711522606, 0.70224, 0.9361879825592041, 0.8013945817947388
13, 0.47696015612543796, 0.70704, 0.7906959652900696, 0.7945459485054016
14, 0.4817072274145569, 0.70752, 0.7824334502220154, 0.7901099324226379
15, 0.4938624621911263, 0.70912, 0.7679992914199829, 0.8035850524902344
19, 0.5149403126617198, 0.70368, 0.6930192708969116, 0.8453923463821411
21, 0.5539159461868725, 0.71184, 0.6484382748603821, 0.8567892909049988
30, 0.5692929662952381, 0.7088, 0.5071666240692139, 0.9976918697357178
31, 0.5820862473326975, 0.70784, 0.49975496530532837, 0.96640944480896
43, 0.5922187098494088, 0.69936, 0.38605883717536926, 1.1942938566207886
