0, 0.2518074256718801, 0.45104, 1.8446353673934937, 1.2323737144470215
1, 0.27857948641250885, 0.5016, 1.488641381263733, 1.1957528591156006
2, 0.3186474153102376, 0.56384, 1.3389049768447876, 1.0824812650680542
3, 0.32601267557929187, 0.58144, 1.210448145866394, 1.0812029838562012
4, 0.4017027405103844, 0.64032, 1.1546697616577148, 0.9162507057189941
5, 0.4201471320633803, 0.63664, 1.0967985391616821, 0.922597348690033
7, 0.45728162666252187, 0.68352, 1.0089092254638672, 0.847258448600769
10, 0.4683802514587139, 0.69808, 0.9139696955680847, 0.8157082796096802
14, 0.4824099415278526, 0.71792, 0.7622666954994202, 0.7879771590232849
15, 0.489065518732537, 0.72768, 0.7648968696594238, 0.7978193163871765
19, 0.5021155641175047, 0.71424, 0.6912943720817566, 0.8423289060592651
20, 0.5562062436965544, 0.72608, 0.6351664662361145, 0.7967783808708191
22, 0.5599404467506627, 0.7088, 0.6284124851226807, 0.8805077075958252
28, 0.5767098547178989, 0.7136, 0.5482075214385986, 0.9108359217643738
47, 0.5834206631208821, 0.69808, 0.3056902289390564, 1.4074457883834839
52, 0.587823724515376, 0.70256, 0.2545396089553833, 1.6378220319747925
