0, 0.2590594337856563, 0.50864, 1.722978949546814, 1.1844571828842163
1, 0.39114868057876206, 0.6192, 1.33527672290802, 0.9810667037963867
3, 0.3985123603606586, 0.60912, 1.1077266931533813, 0.9660471677780151
4, 0.4449794533583205, 0.67568, 1.0551955699920654, 0.861691951751709
5, 0.44981632116412246, 0.67936, 1.0026967525482178, 0.8486934304237366
7, 0.4819580895951887, 0.71072, 0.9046617746353149, 0.7818878889083862
13, 0.5412068533997643, 0.68912, 0.7364060878753662, 0.851604700088501
14, 0.5542347205283863, 0.7032, 0.6931257247924805, 0.8371691703796387
19, 0.5752890004190384, 0.7248, 0.6058965921401978, 0.9091761708259583
44, 0.5854217699556183, 0.69808, 0.2663135230541229, 1.633070468902588
