0, 0.3171771114656784, 0.43344, 1.8412939310073853, 1.3048721551895142
1, 0.44023262846808875, 0.50304, 1.4934844970703125, 1.1485353708267212
2, 0.5367697685817635, 0.5936, 1.3053547143936157, 1.113896369934082
3, 0.5889986690214584, 0.6072, 1.1876171827316284, 0.993798017501831
4, 0.6146232734367186, 0.64192, 1.1240675449371338, 0.929789662361145
5, 0.6331850614890505, 0.65424, 1.0682671070098877, 0.9038400650024414
7, 0.6422856989440927, 0.67232, 1.0178635120391846, 0.8653017282485962
8, 0.6571553622369573, 0.68192, 0.9373772740364075, 0.8282791972160339
9, 0.6809238773595335, 0.70656, 0.9386292695999146, 0.8044607639312744
11, 0.6870801105865956, 0.71248, 0.8623428344726562, 0.7894871830940247
15, 0.6959550657492495, 0.72112, 0.746472954750061, 0.7805580496788025
17, 0.6998666103865285, 0.72512, 0.6888770461082458, 0.7986153960227966
27, 0.7045078381678005, 0.72, 0.5333635807037354, 0.9054869413375854
