0, 0.1929390203037701, 0.45168, 1.8186454772949219, 1.2533512115478516
1, 0.2933144088889647, 0.52688, 1.4563382863998413, 1.12742018699646
2, 0.32896590590458114, 0.57808, 1.3068866729736328, 1.0233980417251587
3, 0.39365451646453437, 0.6096, 1.204444169998169, 0.9747534394264221
4, 0.43121220418459466, 0.63728, 1.123924732208252, 0.9260101318359375
6, 0.447119814215653, 0.67776, 1.0497702360153198, 0.8582065105438232
7, 0.45424164121420935, 0.68848, 0.9925460815429688, 0.8415084481239319
11, 0.46243542573577634, 0.69696, 0.8321125507354736, 0.8422831296920776
12, 0.4798162702895854, 0.71584, 0.8421663045883179, 0.7775073647499084
13, 0.5221800901828222, 0.69904, 0.8086065053939819, 0.8432108759880066
19, 0.5253969311513459, 0.71504, 0.6487553119659424, 0.8430911898612976
26, 0.5463113190156031, 0.71008, 0.5337151288986206, 0.9721541404724121
28, 0.561873679721348, 0.708, 0.5013111233711243, 0.959155261516571
32, 0.5699788944177205, 0.70208, 0.47058311104774475, 1.1637318134307861
38, 0.5754271518185222, 0.69952, 0.4046136438846588, 1.151574730873108
39, 0.5855378695252591, 0.7072, 0.3601113259792328, 1.211904525756836
